Date,Price
01/12/2018,449.22
01/11/2018,444.69
01/10/2018,445.4
01/09/2018,451.83
01/08/2018,453.2
01/05/2018,453.53
01/04/2018,452.85
01/03/2018,450.21
01/02/2018,445.36
12/29/2017,441.53
12/28/2017,437.81
12/27/2017,432.95
12/26/2017,432.41
12/25/2017,438.28
12/22/2017,439.18
12/21/2017,436.51
12/20/2017,437.52
12/19/2017,435.12
12/18/2017,437.97
12/15/2017,438.56
12/14/2017,440.94
12/13/2017,437.59
12/12/2017,437.71
12/11/2017,439.82
12/08/2017,435.4
12/07/2017,433.33
12/06/2017,434.31
12/05/2017,443.16
12/04/2017,449.72
12/01/2017,448.64
11/30/2017,448.55
11/29/2017,458.49
11/28/2017,458.23
11/27/2017,461.03
11/24/2017,467.56
11/23/2017,466.01
11/22/2017,463.81
11/21/2017,462.82
11/20/2017,458.23
11/17/2017,461.89
11/16/2017,457.03
11/15/2017,456.16
11/14/2017,460
11/13/2017,459.42
11/10/2017,463.27
11/09/2017,464.53
11/08/2017,469.41
11/07/2017,470.84
11/06/2017,467.14
11/03/2017,467.07
11/02/2017,467.14
11/01/2017,468.73
10/31/2017,468.16
10/30/2017,466.06
10/27/2017,461.89
10/26/2017,463.55
10/25/2017,463.85
10/24/2017,463.33
10/23/2017,463.35
10/20/2017,462.74
10/19/2017,464.92
10/18/2017,461.81
10/17/2017,461.41
10/16/2017,464.97
10/13/2017,462.07
10/12/2017,460.77
10/11/2017,455.64
10/06/2017,449.32
10/05/2017,449.14
10/03/2017,446.39
10/02/2017,445.56
09/30/2017,440.87
09/29/2017,437.95
09/28/2017,436.28
09/27/2017,436.35
09/26/2017,431.82
09/25/2017,437.35
09/22/2017,443.63
09/21/2017,450.88
09/20/2017,447.25
09/19/2017,450.09
09/18/2017,452.1
09/15/2017,449.92
09/14/2017,448.41
09/13/2017,447.17
09/12/2017,451.19
09/11/2017,449.04
09/08/2017,451.07
09/07/2017,447.7
09/06/2017,448.62
09/05/2017,451.68
09/04/2017,449.5
09/01/2017,450.16
08/31/2017,449.27
08/30/2017,448.83
08/29/2017,445.21
08/28/2017,446.68
08/25/2017,447.31
08/24/2017,446.29
08/23/2017,442.16
08/22/2017,441
08/21/2017,437.22
08/18/2017,437.42
08/17/2017,439.85
08/16/2017,436.84
08/15/2017,437.66
08/14/2017,433.01
08/11/2017,438.87
08/10/2017,438.94
08/09/2017,444.51
08/08/2017,450.03
08/07/2017,450.68
08/04/2017,446.67
08/03/2017,445.51
08/02/2017,447.98
08/01/2017,442.27
07/31/2017,442.79
07/28/2017,442.45
07/27/2017,446.08
07/26/2017,442.07
07/25/2017,444.25
07/24/2017,442.81
07/21/2017,441.2
07/20/2017,444.85
07/19/2017,444.92
07/18/2017,443.52
07/17/2017,440.6
07/14/2017,440.45
07/13/2017,441.64
07/12/2017,440.13
07/11/2017,440.19
07/10/2017,432.65
07/07/2017,432.18
07/06/2017,435.08
07/05/2017,435.92
07/04/2017,432.27
07/03/2017,436.94
06/30/2017,436.71
06/29/2017,438.93
06/28/2017,437.44
06/27/2017,442.67
06/26/2017,444.13
06/23/2017,440.03
06/22/2017,441.09
06/21/2017,438.75
06/20/2017,438.44
06/19/2017,433.43
06/16/2017,428.11
06/15/2017,423.31
06/14/2017,421.88
06/13/2017,424.48
06/12/2017,424.69
06/09/2017,430.42
06/08/2017,431.66
06/07/2017,429.78
06/06/2017,429.86
06/05/2017,430.8
06/03/2017,426.85
06/02/2017,426.48
06/01/2017,422.76
05/31/2017,418.51
05/26/2017,422.55
05/25/2017,422.96
05/24/2017,420.21
05/23/2017,418.86
05/22/2017,417.87
05/19/2017,415.29
05/18/2017,416.07
05/17/2017,417.4
05/16/2017,417.94
05/15/2017,419.98
05/12/2017,417.56
05/11/2017,419.17
05/10/2017,418.07
05/09/2017,415.37
05/08/2017,414.55
05/05/2017,411.11
05/04/2017,413.47
05/03/2017,412.44
05/02/2017,411.14
04/28/2017,408.08
04/27/2017,406.54
04/26/2017,405.27
04/25/2017,404.69
04/24/2017,399.56
04/21/2017,399.62
04/20/2017,395.04
04/19/2017,395.31
04/18/2017,399.2
04/17/2017,398.2
04/14/2017,398.82
04/13/2017,402.57
04/12/2017,401.71
04/11/2017,401.99
04/10/2017,403.64
04/07/2017,404.13
04/06/2017,404.94
04/05/2017,407.32
03/31/2017,399.52
03/30/2017,401.64
03/29/2017,401.43
03/28/2017,403.18
03/27/2017,402.79
03/24/2017,403.15
03/23/2017,404.77
03/22/2017,404.38
03/21/2017,406.36
03/20/2017,402.6
03/17/2017,402.14
03/16/2017,398.54
03/15/2017,393.85
03/14/2017,394.01
03/13/2017,392.45
03/10/2017,388.66
03/09/2017,389.97
03/08/2017,393.36
03/07/2017,391.93
03/06/2017,389.61
03/03/2017,388.78
03/02/2017,390.8
03/01/2017,390.22
02/24/2017,394.1
02/23/2017,394.57
02/22/2017,394.23
02/21/2017,393.93
02/20/2017,393.74
02/18/2017,394.3
02/17/2017,393.24
02/16/2017,393.23
02/15/2017,394.12
02/14/2017,391.79
02/13/2017,391.37
02/10/2017,388.97
02/09/2017,386.84
02/08/2017,384.38
02/07/2017,384.37
02/06/2017,383.84
02/03/2017,381.72
02/02/2017,380.89
01/24/2017,381.07
01/23/2017,380.09
01/20/2017,375.79
01/19/2017,375.13
01/18/2017,375.88
01/17/2017,375.89
01/16/2017,372.88
01/13/2017,375.71
01/12/2017,377.49
01/11/2017,374.6
01/10/2017,375.24
01/09/2017,374.56
01/06/2017,375.87
01/05/2017,374.71
01/04/2017,372
01/03/2017,371.3
12/30/2016,369.64
12/29/2016,366.43
12/28/2016,368.26
12/27/2016,364.75
12/26/2016,364.26
12/23/2016,363.06
12/22/2016,364.24
12/21/2016,366.36
12/20/2016,368.56
12/19/2016,368.1
12/16/2016,372.2
12/15/2016,374.4
12/14/2016,374.37
12/13/2016,373.49
12/12/2016,372.51
12/09/2016,374.47
12/08/2016,374.25
12/07/2016,369.13
12/06/2016,368.24
12/05/2016,364.3
12/02/2016,364.48
12/01/2016,369.6
11/30/2016,369.69
11/29/2016,368.7
11/28/2016,369.64
11/25/2016,366.89
11/24/2016,367.73
11/23/2016,370.56
11/22/2016,368.2
11/21/2016,364.28
11/18/2016,363.77
11/17/2016,361.79
11/16/2016,359.79
11/15/2016,358.33
11/14/2016,359.09
11/11/2016,361.05
11/10/2016,371.54
11/09/2016,363.71
11/08/2016,376.08
11/07/2016,376.42
11/04/2016,370.7
11/03/2016,370.97
11/02/2016,374.36
11/01/2016,380.67
10/31/2016,380.89
10/28/2016,381.98
10/27/2016,382.01
10/26/2016,385.39
10/25/2016,386.73
10/24/2016,383.74
10/21/2016,381.6
10/20/2016,381.99
10/19/2016,381.06
10/18/2016,378.78
10/17/2016,377.89
10/14/2016,377.13
10/13/2016,379.84
10/12/2016,381.48
10/11/2016,379.3
10/07/2016,380.83
10/06/2016,382
10/05/2016,381.22
10/04/2016,381.68
10/03/2016,379.46
09/30/2016,375.48
09/29/2016,379.95
09/28/2016,379.95
09/27/2016,376.4
09/26/2016,376.4
09/23/2016,381.52
09/22/2016,379.01
09/21/2016,378.81
09/20/2016,376.69
09/19/2016,376.49
09/14/2016,363.4
09/13/2016,364.64
09/12/2016,364.35
09/10/2016,368.89
09/09/2016,373.48
09/08/2016,377.98
09/07/2016,378.49
09/06/2016,374.63
09/05/2016,370.6
09/02/2016,365.96
09/01/2016,367.78
08/31/2016,370.04
08/30/2016,370.79
08/29/2016,371.6
08/26/2016,372.59
08/25/2016,372.25
08/24/2016,367.18
08/23/2016,366.94
08/22/2016,365.12
08/19/2016,366.74
08/18/2016,369.59
08/17/2016,369.99
08/16/2016,369.94
08/15/2016,372.39
08/12/2016,370.79
08/11/2016,371.27
08/10/2016,375.22
08/09/2016,374.56
08/08/2016,375.12
08/05/2016,372
08/04/2016,369.29
08/03/2016,367.74
08/02/2016,371.4
08/01/2016,371.76
07/29/2016,366.5
07/28/2016,370.96
07/27/2016,370.28
07/26/2016,367.56
07/25/2016,365.47
07/22/2016,366.32
07/21/2016,368.31
07/20/2016,365.82
07/19/2016,367.09
07/18/2016,365.9
07/15/2016,363.69
07/14/2016,360.2
07/13/2016,360.33
07/12/2016,360.84
07/11/2016,359.1
07/08/2016,351.41
07/07/2016,351.41
07/06/2016,347.69
07/05/2016,353.46
07/04/2016,356.11
07/01/2016,354.31
06/30/2016,350.9
06/29/2016,346.75
06/28/2016,343.08
06/27/2016,340.25
06/24/2016,341.47
06/23/2016,350.23
06/22/2016,351.69
06/21/2016,350.47
06/20/2016,348
06/17/2016,345.81
06/16/2016,342.38
06/15/2016,346.8
06/14/2016,345.63
06/13/2016,343.52
06/08/2016,351.28
06/07/2016,348.53
06/06/2016,345.29
06/04/2016,344.36
06/03/2016,344.29
06/02/2016,341.74
06/01/2016,343.69
05/31/2016,340.26
05/30/2016,340
05/27/2016,337.45
05/26/2016,334.69
05/25/2016,333.9
05/24/2016,329.27
05/23/2016,331.62
05/20/2016,321.18
05/19/2016,319.37
05/18/2016,321.23
05/17/2016,320.71
05/16/2016,317.54
05/13/2016,316.8
05/12/2016,318.7
05/11/2016,320.38
05/10/2016,321.03
05/09/2016,319.4
05/06/2016,319.35
05/05/2016,320.45
05/04/2016,321.13
05/03/2016,324.08
04/29/2016,328.35
04/28/2016,332.84
04/27/2016,337.53
04/26/2016,339.18
04/25/2016,338.07
04/22/2016,337.42
04/21/2016,339.22
04/20/2016,336.3
04/19/2016,341.48
04/18/2016,343.82
04/15/2016,345.48
04/14/2016,345.46
04/13/2016,345.73
04/12/2016,340.61
04/11/2016,342.66
04/08/2016,341.35
04/07/2016,338.78
04/06/2016,338.79
04/01/2016,345.16
03/31/2016,349.78
03/30/2016,349.58
03/29/2016,344.26
03/28/2016,346.13
03/25/2016,346.51
03/24/2016,348.3
03/23/2016,349.44
03/22/2016,350.09
03/21/2016,352.44
03/18/2016,351.72
03/17/2016,349.03
03/16/2016,347.76
03/15/2016,343.9
03/14/2016,349.39
03/11/2016,346.38
03/10/2016,344.25
03/09/2016,342.75
03/08/2016,342.76
03/07/2016,342.16
03/04/2016,343.44
03/03/2016,343.02
03/02/2016,341.51
03/01/2016,339.07
02/26/2016,335.05
02/25/2016,334.4
02/24/2016,330.08
02/23/2016,332.94
02/22/2016,333.43
02/19/2016,333.46
02/18/2016,333.02
02/17/2016,328.87
02/16/2016,327.89
02/15/2016,321.98
02/03/2016,322.21
02/02/2016,323.27
02/01/2016,324.63
01/30/2016,323.83
01/29/2016,322.38
01/28/2016,316.06
01/27/2016,314.23
01/26/2016,312.63
01/25/2016,314.96
01/22/2016,309.9
01/21/2016,304.75
01/20/2016,304.55
01/19/2016,311.96
01/18/2016,309.69
01/15/2016,307.73
01/14/2016,304.7
01/13/2016,307.85
01/12/2016,305.62
01/11/2016,306.6
01/08/2016,310.47
01/07/2016,307.68
01/06/2016,313.76
01/05/2016,318.9
01/04/2016,320.5
12/31/2015,327.73
12/30/2015,326.64
12/29/2015,327.24
12/28/2015,330.35
12/25/2015,330.71
12/24/2015,328.81
12/23/2015,329.11
12/22/2015,329.01
12/21/2015,329.25
12/18/2015,327.87
12/17/2015,330.22
12/16/2015,324.42
12/15/2015,319.5
12/14/2015,318.23
12/11/2015,321.94
12/10/2015,325.99
12/09/2015,326.25
12/08/2015,330.73
12/07/2015,334.52
12/04/2015,331.24
12/03/2015,332.85
12/02/2015,332.92
12/01/2015,332.54
11/30/2015,325.77
11/27/2015,328.05
11/26/2015,331.84
11/25/2015,327.92
11/24/2015,328.06
11/23/2015,332
11/20/2015,331.26
11/19/2015,330.95
11/18/2015,325.32
11/17/2015,328.11
11/16/2015,321.86
11/13/2015,323.15
11/12/2015,326.92
11/11/2015,326
11/10/2015,331.99
11/09/2015,335.58
11/06/2015,337.2
11/05/2015,343.23
11/04/2015,343.55
11/03/2015,336.6
11/02/2015,332.63
10/30/2015,329.72
10/29/2015,330.28
10/28/2015,333.84
10/27/2015,335.39
10/26/2015,337.44
10/23/2015,333.91
10/22/2015,331.35
10/21/2015,330.75
10/20/2015,332.73
10/19/2015,332.02
10/16/2015,332.46
10/15/2015,333.06
10/14/2015,329.42
10/13/2015,330.65
10/12/2015,331.1
10/08/2015,326.65
10/07/2015,327.29
10/06/2015,323.37
10/05/2015,322.09
10/02/2015,321
10/01/2015,321.05
09/30/2015,316.37
09/25/2015,313.38
09/24/2015,312.08
09/23/2015,314.36
09/22/2015,322.35
09/21/2015,320.58
09/18/2015,327.15
09/17/2015,325.57
09/16/2015,322.02
09/15/2015,318.24
09/14/2015,321.57
09/11/2015,320.93
09/10/2015,317.9
09/09/2015,320.83
09/08/2015,308.09
09/07/2015,306.76
09/04/2015,307.76
09/03/2015,312.36
09/02/2015,309.8
09/01/2015,308.4
08/31/2015,314.59
08/28/2015,307.57
08/27/2015,300.63
08/26/2015,295.24
08/25/2015,296.7
08/24/2015,283.79
08/21/2015,296.96
08/20/2015,307.25
08/19/2015,307.23
08/18/2015,312.76
08/17/2015,311.74
08/14/2015,316.26
08/13/2015,318.42
08/12/2015,315.34
08/11/2015,318.31
08/10/2015,318.13
08/07/2015,318.96
08/06/2015,318.43
08/05/2015,322.17
08/04/2015,322.04
08/03/2015,324.24
07/31/2015,332.36
07/30/2015,331.36
07/29/2015,328.01
07/28/2015,329.09
07/27/2015,325.88
07/24/2015,335.1
07/23/2015,336.04
07/22/2015,344.02
07/21/2015,348.88
07/20/2015,346.91
07/17/2015,349.68
07/16/2015,349.37
07/15/2015,350.59
07/14/2015,351.48
07/13/2015,351.99
07/10/2015,347.43
07/09/2015,347.43
07/08/2015,349.85
07/07/2015,361.06
07/06/2015,362
07/03/2015,366.57
07/02/2015,366.8
07/01/2015,366.88
06/30/2015,363.47
06/29/2015,360.39
06/26/2015,371.32
06/25/2015,372.47
06/24/2015,368.63
06/23/2015,368.85
06/22/2015,366.42
06/18/2015,362.13
06/17/2015,360.59
06/16/2015,359.55
06/15/2015,361.48
06/12/2015,363.33
06/11/2015,362.93
06/10/2015,361.21
06/09/2015,357.56
06/08/2015,365.12
06/05/2015,365.81
06/04/2015,366.73
06/03/2015,375.1
06/02/2015,376.97
06/01/2015,377.77
05/29/2015,381.64
05/28/2015,381.97
05/27/2015,379.22
05/26/2015,378.97
05/25/2015,378.66
05/22/2015,377.01
05/21/2015,374.63
05/20/2015,377.1
05/19/2015,377.34
05/18/2015,372.92
05/15/2015,372.11
05/14/2015,372.64
05/13/2015,375.79
05/12/2015,372.09
05/11/2015,373.64
05/08/2015,374.62
05/07/2015,375.8
05/06/2015,378.87
05/05/2015,378.4
05/04/2015,379.74
04/30/2015,379.28
04/29/2015,380.58
04/28/2015,387.2
04/27/2015,389.58
04/24/2015,389.05
04/23/2015,382.73
04/22/2015,376.66
04/21/2015,372.92
04/20/2015,374.27
04/17/2015,375.03
04/16/2015,380.25
04/15/2015,374.74
04/14/2015,379.89
04/13/2015,381.46
04/10/2015,379.69
04/09/2015,376.91
04/08/2015,378
04/07/2015,382.66
04/02/2015,381.97
04/01/2015,377.64
03/31/2015,380.69
03/30/2015,378
03/27/2015,377.9
03/26/2015,384.4
03/25/2015,389.53
03/24/2015,392.1
03/23/2015,393.65
03/20/2015,392.94
03/19/2015,391.88
03/18/2015,388.06
03/17/2015,382.8
03/16/2015,381.21
03/13/2015,385.3
03/12/2015,384.9
03/11/2015,382.16
03/10/2015,382.54
03/09/2015,384.04
03/06/2015,388.33
03/05/2015,387.35
03/04/2015,387.4
03/03/2015,386.63
03/02/2015,385.6
02/26/2015,386.23
02/25/2015,390.04
02/24/2015,385.76
02/13/2015,381.72
02/12/2015,380.39
02/11/2015,378.71
02/10/2015,373.81
02/09/2015,376.29
02/06/2015,377.5
02/05/2015,381.03
02/04/2015,381.55
02/03/2015,379.16
02/02/2015,376.05
01/30/2015,375.12
01/29/2015,378.82
01/28/2015,383.5
01/27/2015,383.76
01/26/2015,381.68
01/23/2015,380.39
01/22/2015,374.24
01/21/2015,372.54
01/20/2015,369.94
01/19/2015,366.73
01/16/2015,364.99
01/15/2015,364.13
01/14/2015,364.27
01/13/2015,366.33
01/12/2015,365.43
01/09/2015,367.25
01/08/2015,369.75
01/07/2015,362.71
01/06/2015,360.37
01/05/2015,370.33
12/31/2014,370.33
12/30/2014,368.98
12/29/2014,369.62
12/27/2014,366.07
12/26/2014,366
12/25/2014,363.54
12/24/2014,364.7
12/23/2014,361.95
12/22/2014,362.81
12/19/2014,358.2
12/18/2014,352.47
12/17/2014,350.3
12/16/2014,355.03
12/15/2014,357.96
12/12/2014,358.57
12/11/2014,357.25
12/10/2014,357.48
12/09/2014,361.3
12/08/2014,363.47
12/05/2014,365.36
12/04/2014,367.53
12/03/2014,364.99
12/02/2014,359.59
12/01/2014,363.88
11/28/2014,365.46
11/27/2014,364.63
11/26/2014,362.45
11/25/2014,361.69
11/24/2014,360.81
11/21/2014,360.93
11/20/2014,359.52
11/19/2014,353.82
11/18/2014,348.35
11/17/2014,351.39
11/14/2014,355.52
11/13/2014,354.93
11/12/2014,351.94
11/11/2014,355.89
11/10/2014,356.51
11/07/2014,350.88
11/06/2014,349.04
11/05/2014,352.69
11/04/2014,354.25
11/03/2014,354.36
10/31/2014,352.1
10/30/2014,347.93
10/29/2014,349.21
10/28/2014,343.97
10/27/2014,339.07
10/24/2014,339.31
10/23/2014,342.94
10/22/2014,344.29
10/21/2014,340.01
10/20/2014,340.68
10/17/2014,334.45
10/16/2014,338.11
10/15/2014,338.36
10/14/2014,341.76
10/13/2014,338.79
10/09/2014,350.24
10/08/2014,350.39
10/07/2014,355.15
10/06/2014,358.22
10/03/2014,357.83
10/02/2014,351.69
10/01/2014,351.38
09/30/2014,348.75
09/29/2014,348.81
09/26/2014,349.46
09/25/2014,350.97
09/24/2014,354.94
09/23/2014,355.29
09/22/2014,357.11
09/19/2014,362.47
09/18/2014,362.1
09/17/2014,360.39
09/16/2014,356.57
09/15/2014,360.16
09/12/2014,359.98
09/11/2014,365.37
09/10/2014,367.08
09/09/2014,369.7
09/05/2014,368.48
09/04/2014,369.93
09/03/2014,371.8
09/02/2014,370.15
09/01/2014,375.89
08/29/2014,371.41
08/28/2014,372.21
08/27/2014,371.88
08/26/2014,368.03
08/25/2014,367.96
08/22/2014,367.48
08/21/2014,363.27
08/20/2014,365.82
08/19/2014,364.87
08/18/2014,361
08/15/2014,363.05
08/14/2014,363.54
08/13/2014,361.91
08/12/2014,359.11
08/11/2014,358.78
08/08/2014,355.04
08/07/2014,356.7
08/06/2014,357.71
08/05/2014,357.22
08/04/2014,364.88
08/01/2014,358.93
07/31/2014,359.81
07/30/2014,366.23
07/29/2014,364.59
07/28/2014,366.5
07/25/2014,370.69
07/24/2014,376.9
07/23/2014,375.92
07/22/2014,375.92
07/21/2014,372.7
07/18/2014,370.47
07/17/2014,371.12
07/16/2014,377.91
07/15/2014,382.34
07/14/2014,380.93
07/11/2014,381.59
07/10/2014,384.29
07/09/2014,381.46
07/08/2014,384.18
07/07/2014,384.65
07/04/2014,383.46
07/03/2014,383.66
07/02/2014,379.23
07/01/2014,375.44
06/30/2014,372.24
06/27/2014,367.34
06/26/2014,368.28
06/25/2014,364.29
06/24/2014,364.37
06/23/2014,363.91
06/20/2014,366.71
06/19/2014,368.94
06/18/2014,366.41
06/17/2014,365.78
06/16/2014,363.23
06/13/2014,362.91
06/12/2014,363.26
06/11/2014,365.09
06/10/2014,364.36
06/09/2014,361.68
06/06/2014,360.01
06/05/2014,360.49
06/04/2014,359.39
06/03/2014,358.13
05/30/2014,355.22
05/29/2014,357.46
05/28/2014,358.51
05/27/2014,355.54
05/26/2014,354.74
05/23/2014,353.61
05/22/2014,351.86
05/21/2014,346.32
05/20/2014,347.62
05/19/2014,347.09
05/16/2014,346.6
05/15/2014,346.22
05/14/2014,345.43
05/13/2014,342.35
05/12/2014,341.31
05/09/2014,345.17
05/08/2014,347.06
05/07/2014,346.07
05/06/2014,346.37
05/05/2014,344.62
05/02/2014,343.3
04/30/2014,339.15
04/29/2014,343.44
04/28/2014,340.55
04/25/2014,337.6
04/24/2014,344.29
04/23/2014,344.33
04/22/2014,344.53
04/21/2014,342.83
04/18/2014,342.87
04/17/2014,340.92
04/16/2014,340.02
04/15/2014,339.9
04/14/2014,336.53
04/11/2014,338.8
04/10/2014,340.48
04/09/2014,340.17
04/08/2014,338.14
04/07/2014,337.03
04/03/2014,337.46
04/02/2014,339.45
04/01/2014,337.23
03/31/2014,335.33
03/28/2014,332.21
03/27/2014,332.25
03/26/2014,331.42
03/25/2014,328.14
03/24/2014,324.92
03/21/2014,323.91
03/20/2014,324.11
03/19/2014,328.14
03/18/2014,329.93
03/17/2014,329.24
03/14/2014,328.86
03/13/2014,331.1
03/12/2014,326.39
03/11/2014,327.18
03/10/2014,324.77
03/07/2014,326.76
03/06/2014,326.29
03/05/2014,321.78
03/04/2014,317.49
03/03/2014,319.26
02/27/2014,320.03
02/26/2014,318.58
02/25/2014,317.18
02/24/2014,316.17
02/21/2014,317.16
02/20/2014,314.25
02/19/2014,316.29
02/18/2014,315.23
02/17/2014,314.12
02/14/2014,313.42
02/13/2014,311.52
02/12/2014,312.57
02/11/2014,308.36
02/10/2014,306.94
02/07/2014,307.63
02/06/2014,304.27
02/05/2014,301.45
01/27/2014,309.24
01/24/2014,314.71
01/23/2014,314.35
01/22/2014,315.39
01/21/2014,314.45
01/20/2014,316.37
01/17/2014,314.63
01/16/2014,314.43
01/15/2014,313.03
01/14/2014,309.41
01/13/2014,308.98
01/10/2014,307.56
01/09/2014,306.32
01/08/2014,308.58
01/07/2014,305.67
01/06/2014,305.39
01/03/2014,306.68
01/02/2014,308.91
12/31/2013,308.62
12/30/2013,308.76
12/27/2013,305.41
12/26/2013,303.53
12/25/2013,302.27
12/24/2013,301.65
12/23/2013,302.09
12/20/2013,300.29
12/19/2013,299.96
12/18/2013,297.45
12/17/2013,298.64
12/16/2013,295.82
12/13/2013,297.8
12/12/2013,298.25
12/11/2013,300.67
12/10/2013,301.69
12/09/2013,301.83
12/06/2013,299.38
12/05/2013,298.74
12/04/2013,300.49
12/03/2013,299.9
12/02/2013,300.23
11/29/2013,300.13
11/28/2013,297.93
11/27/2013,296.04
11/26/2013,294.06
11/25/2013,290.03
11/22/2013,288.13
11/21/2013,288.1
11/20/2013,292.03
11/19/2013,294.86
11/18/2013,291.91
11/15/2013,292.18
11/14/2013,291.65
11/13/2013,290.08
11/12/2013,293.35
11/11/2013,293.93
11/08/2013,296.4
11/07/2013,298.59
11/06/2013,298.66
11/05/2013,297.83
11/04/2013,301.25
11/01/2013,300.57
10/31/2013,302.88
10/30/2013,303.7
10/29/2013,301.2
10/28/2013,301.3
10/25/2013,298.77
10/24/2013,301.91
10/23/2013,301.41
10/22/2013,301.59
10/21/2013,300.93
10/18/2013,302.08
10/17/2013,298.1
10/16/2013,296.13
10/15/2013,297.97
10/14/2013,294.09
10/11/2013,298.16
10/09/2013,297.76
10/08/2013,299.14
10/07/2013,297.71
10/04/2013,300.88
10/03/2013,301.39
10/02/2013,297.09
10/01/2013,296.63
09/30/2013,295.95
09/27/2013,297.91
09/26/2013,296.25
09/25/2013,299.77
09/24/2013,301.43
09/23/2013,300.65
09/18/2013,297.21
09/17/2013,299.09
09/16/2013,299.61
09/14/2013,294.91
09/13/2013,295.88
09/12/2013,297.42
09/11/2013,298.72
09/10/2013,299.51
09/09/2013,298.66
09/06/2013,297.6
09/05/2013,297.68
09/04/2013,294.4
09/03/2013,295.82
09/02/2013,294.45
08/30/2013,293.34
08/29/2013,289.41
08/28/2013,286.04
08/27/2013,285.53
08/26/2013,288.17
08/23/2013,287.16
08/22/2013,284.46
08/21/2013,284.14
08/20/2013,284.14
08/19/2013,286.6
08/16/2013,287.16
08/15/2013,285.87
08/14/2013,287.87
08/13/2013,288.68
08/12/2013,283.99
08/09/2013,282.44
08/08/2013,283.33
08/07/2013,284.03
08/06/2013,288.73
08/05/2013,292.12
08/02/2013,290.21
08/01/2013,290.49
07/31/2013,293.69
07/30/2013,295.38
07/29/2013,292.71
07/26/2013,296.16
07/25/2013,295.9
07/24/2013,295.64
07/23/2013,294.94
07/22/2013,288.97
07/19/2013,288.17
07/18/2013,296.5
07/17/2013,301.42
07/16/2013,303.61
07/15/2013,304.65
07/12/2013,303.87
07/11/2013,302.92
07/10/2013,297.48
07/09/2013,297.07
07/08/2013,295
07/05/2013,301.23
07/04/2013,296.47
07/03/2013,298.56
07/02/2013,302.78
07/01/2013,302.61
06/28/2013,303.46
06/27/2013,295.44
06/26/2013,291.66
06/25/2013,287.32
06/24/2013,289.47
06/21/2013,293.01
06/20/2013,296.68
06/19/2013,301.17
06/18/2013,302.28
06/17/2013,300.46
06/14/2013,298.59
06/13/2013,298.73
06/11/2013,306.56
06/10/2013,308.73
06/07/2013,306.07
06/06/2013,306.56
06/05/2013,310.07
06/04/2013,310.9
06/03/2013,310.52
05/31/2013,312.54
05/30/2013,312.73
05/29/2013,316.04
05/28/2013,313.31
05/27/2013,314.45
05/24/2013,310.89
05/23/2013,311.32
05/22/2013,317.55
05/21/2013,316.85
05/20/2013,316.79
05/17/2013,316.17
05/16/2013,316.77
05/15/2013,314.79
05/14/2013,312.75
05/13/2013,312.53
05/10/2013,313.35
05/09/2013,314.86
05/08/2013,313.9
05/07/2013,309.84
05/06/2013,310.31
05/03/2013,307.52
05/02/2013,307.66
04/30/2013,305.69
04/29/2013,302.47
04/26/2013,301.57
04/25/2013,300.95
04/24/2013,300.82
04/23/2013,298.35
04/22/2013,300.38
04/19/2013,299.09
04/18/2013,292.07
04/17/2013,292.8
04/16/2013,292.04
04/15/2013,290.03
04/12/2013,292.9
04/11/2013,295.38
04/10/2013,291.09
04/09/2013,289.87
04/08/2013,291.35
04/03/2013,297.96
04/02/2013,297.12
04/01/2013,296.44
03/29/2013,296.85
03/28/2013,294.96
03/27/2013,296.05
03/26/2013,294.52
03/25/2013,293.38
03/22/2013,290.87
03/21/2013,290.91
03/20/2013,291.01
03/19/2013,293
03/18/2013,291.48
03/15/2013,295.49
03/14/2013,296.57
03/13/2013,297.37
03/12/2013,296.14
03/11/2013,296.25
03/08/2013,296.48
03/07/2013,295.6
03/06/2013,296.17
03/05/2013,296.24
03/04/2013,293.23
03/01/2013,296.18
02/27/2013,294.25
02/26/2013,292.71
02/25/2013,295.85
02/23/2013,297.01
02/22/2013,295.31
02/21/2013,296.75
02/20/2013,299.47
02/19/2013,296.87
02/18/2013,295.28
02/06/2013,293.22
02/05/2013,291.79
02/04/2013,293.57
02/01/2013,292.31
01/31/2013,292.26
01/30/2013,292.48
01/29/2013,292.09
01/28/2013,287.77
01/25/2013,286.65
01/24/2013,287.25
01/23/2013,289.09
01/22/2013,289.56
01/21/2013,287.98
01/18/2013,288.36
01/17/2013,283.72
01/16/2013,286.11
01/15/2013,288.21
01/14/2013,290.96
01/11/2013,290.34
01/10/2013,290.25
01/09/2013,288.58
01/08/2013,288.13
01/07/2013,289.38
01/04/2013,292.47
01/03/2013,294.1
01/02/2013,292.53
12/28/2012,289.23
12/27/2012,287.12
12/26/2012,286.16
12/25/2012,287.15
12/24/2012,283.24
12/22/2012,284.5
12/21/2012,282.75
12/20/2012,285.87
12/19/2012,287.94
12/18/2012,287.39
12/17/2012,286.71
12/14/2012,291.08
12/13/2012,294.72
12/12/2012,292.22
12/11/2012,289.89
12/10/2012,290.05
12/07/2012,291.55
12/06/2012,290.16
12/05/2012,292.23
12/04/2012,290.98
12/03/2012,289.75
11/30/2012,289.02
11/29/2012,285.39
11/28/2012,283.3
11/27/2012,283.07
11/26/2012,282.44
11/23/2012,279.88
11/22/2012,271.57
11/21/2012,270.75
11/20/2012,271.73
11/19/2012,271.51
11/16/2012,272.51
