"Date","Price","Open","High","Low","Vol.","Change %"
"02/26/2013","292.71","293.48","295.01","292.42","1.01M","-1.06%"
"02/25/2013","295.85","296.89","297.65","295.85","1.12M","-0.39%"
"02/23/2013","297.01","296.69","297.48","295.73","754.53K","0.58%"
"02/22/2013","295.31","295.96","296.55","294.74","1.06M","-0.49%"
"02/21/2013","296.75","298.92","299.11","296.75","977.93K","-0.91%"
"02/20/2013","299.47","299.27","300.07","298.08","1.27M","0.88%"
"02/19/2013","296.87","296.81","297.33","295.60","1.33M","0.54%"
"02/18/2013","295.28","296.72","296.86","294.36","1.24M","0.70%"
"02/06/2013","293.22","292.74","294.07","292.11","928.52K","0.49%"
"02/05/2013","291.79","292.40","292.40","290.61","899.96K","-0.61%"
"02/04/2013","293.57","293.50","294.06","292.79","964.13K","0.43%"
"02/01/2013","292.31","292.65","293.36","291.74","1.03M","0.02%"
"01/31/2013","292.26","291.86","292.34","290.83","1.19M","-0.08%"
"01/30/2013","292.48","293.33","293.43","291.47","1.16M","0.13%"
"01/29/2013","292.09","289.41","292.22","289.20","1.18M","1.50%"
"01/28/2013","287.77","287.04","287.97","286.87","844.80K","0.39%"
"01/25/2013","286.65","287.40","287.81","285.32","1.03M","-0.21%"
"01/24/2013","287.25","287.42","288.22","285.37","1.19M","-0.64%"
"01/23/2013","289.09","290.34","290.47","288.35","1.00M","-0.16%"
"01/22/2013","289.56","289.06","289.76","287.22","943.97K","0.55%"
"01/21/2013","287.98","287.93","288.76","286.05","919.63K","-0.13%"
"01/18/2013","288.36","287.41","288.36","286.14","1.32M","1.64%"
"01/17/2013","283.72","288.32","289.65","283.32","1.53M","-0.84%"
"01/16/2013","286.11","288.08","288.51","285.56","1.38M","-0.73%"
"01/15/2013","288.21","290.92","290.92","287.38","1.46M","-0.95%"
"01/14/2013","290.96","289.45","290.96","287.65","1.13M","0.21%"
"01/11/2013","290.34","291.45","291.51","289.47","1.20M","0.03%"
"01/10/2013","290.25","289.98","290.53","288.48","1.61M","0.58%"
"01/09/2013","288.58","288.49","289.84","287.31","1.33M","0.16%"
"01/08/2013","288.13","288.55","289.27","286.61","1.24M","-0.43%"
"01/07/2013","289.38","291.98","291.98","288.50","1.26M","-1.06%"
"01/04/2013","292.47","292.95","293.52","291.03","1.53M","-0.55%"
"01/03/2013","294.10","294.31","295.79","293.24","1.63M","0.54%"
"01/02/2013","292.53","290.78","293.25","289.94","1.22M","1.14%"
"12/28/2012","289.23","289.39","289.67","287.35","1.00M","0.73%"
"12/27/2012","287.12","286.32","288.14","286.18","1.04M","0.34%"
"12/26/2012","286.16","287.44","288.61","286.16","971.99K","-0.34%"
"12/25/2012","287.15","284.43","287.81","284.18","1.05M","1.38%"
"12/24/2012","283.24","284.56","285.31","283.00","966.61K","-0.44%"
"12/22/2012","284.50","284.26","284.83","283.14","769.90K","0.62%"
"12/21/2012","282.75","285.49","286.62","282.18","1.50M","-1.09%"
"12/20/2012","285.87","286.65","287.74","284.75","1.40M","-0.72%"
"12/19/2012","287.94","288.43","288.88","286.84","1.33M","0.19%"
"12/18/2012","287.39","285.64","287.45","285.64","1.25M","0.24%"
"12/17/2012","286.71","288.38","290.00","285.47","1.42M","-1.50%"
"12/14/2012","291.08","292.75","293.22","290.76","1.85M","-1.24%"
"12/13/2012","294.72","293.22","294.98","292.70","1.78M","0.86%"
"12/12/2012","292.22","291.91","293.04","290.87","1.20M","0.80%"
"12/11/2012","289.89","290.84","291.06","287.40","1.44M","-0.06%"
"12/10/2012","290.05","292.23","292.48","289.70","1.29M","-0.51%"
"12/07/2012","291.55","290.96","292.98","290.94","1.58M","0.48%"
"12/06/2012","290.16","292.50","293.26","290.09","1.71M","-0.71%"
"12/05/2012","292.23","288.95","292.35","288.60","1.96M","0.43%"
"12/04/2012","290.98","289.01","290.98","287.75","1.82M","0.42%"
"12/03/2012","289.75","289.22","290.84","288.14","1.56M","0.25%"
"11/30/2012","289.02","285.76","289.64","285.76","1.88M","1.27%"
"11/29/2012","285.39","284.69","286.59","284.40","1.65M","0.74%"
"11/28/2012","283.30","282.18","283.30","281.51","1.32M","0.08%"
"11/27/2012","283.07","282.17","283.42","281.32","1.21M","0.22%"
"11/26/2012","282.44","281.43","282.67","281.42","1.34M","0.91%"
"11/23/2012","279.88","273.19","279.88","273.19","1.35M","3.06%"
"11/22/2012","271.57","271.80","272.32","270.80","665.79K","0.30%"
"11/21/2012","270.75","271.92","273.02","268.82","849.30K","-0.36%"
"11/20/2012","271.73","273.39","273.82","271.63","773.71K","0.08%"
"11/19/2012","271.51","272.49","273.12","271.51","685.40K","-0.37%"
"11/16/2012","272.51","272.43","275.01","271.78","845.15K","-0.35%"
"11/15/2012","273.46","272.31","274.00","270.28","765.55K","0.03%"
"11/14/2012","273.38","272.21","273.97","271.07","810.31K","0.72%"
"11/13/2012","271.43","275.75","275.75","271.13","1.01M","-1.61%"
"11/12/2012","275.87","277.46","277.85","275.66","962.19K","-0.37%"
"11/09/2012","276.89","273.26","277.36","271.86","1.19M","0.96%"
"11/08/2012","274.25","272.63","274.25","271.52","936.15K","-0.17%"
"11/07/2012","274.73","273.33","274.76","271.92","920.22K","0.68%"
"11/06/2012","272.87","272.18","272.87","269.62","785.96K","0.84%"
"11/05/2012","270.61","271.14","271.98","269.56","749.28K","-0.24%"
"11/02/2012","271.25","273.42","273.42","271.25","1.24M","0.00%"
"11/01/2012","271.25","268.66","271.63","265.69","1.21M","0.71%"
"10/31/2012","269.35","271.60","271.80","268.32","1.04M","-0.11%"
"10/30/2012","269.66","267.83","270.29","267.80","1.14M","1.29%"
"10/29/2012","266.23","268.58","269.35","266.12","1.12M","-0.58%"
"10/26/2012","267.78","272.88","273.32","267.73","1.43M","-1.18%"
"10/25/2012","270.99","273.71","274.54","270.99","918.18K","-0.87%"
"10/24/2012","273.37","271.81","274.66","271.31","763.11K","-0.14%"
"10/23/2012","273.74","274.46","275.27","273.37","687.31K","-0.36%"
"10/22/2012","274.73","272.23","274.73","271.45","673.33K","-0.31%"
"10/19/2012","275.58","276.35","276.88","274.96","828.47K","-0.92%"
"10/18/2012","278.14","278.94","279.97","277.47","789.35K","-0.15%"
"10/17/2012","278.56","280.08","280.86","277.94","1.15M","-0.04%"
"10/16/2012","278.66","276.85","278.66","276.85","918.33K","1.07%"
"10/15/2012","275.70","276.61","276.61","274.67","618.77K","-0.38%"
"10/12/2012","276.74","277.04","278.10","274.95","838.65K","-0.03%"
"10/11/2012","276.83","277.52","278.21","276.22","1.09M","-1.89%"
"10/09/2012","282.17","283.33","284.94","281.97","982.23K","-0.96%"
"10/08/2012","284.90","289.01","289.01","284.73","840.52K","-1.19%"
"10/05/2012","288.32","289.09","289.95","287.67","907.96K","0.01%"
"10/04/2012","288.28","288.84","288.96","286.15","942.17K","-0.23%"
"10/03/2012","288.94","289.99","290.04","288.60","837.20K","-0.15%"
"10/02/2012","289.38","288.09","289.51","287.37","859.20K","0.79%"
"10/01/2012","287.12","288.21","288.21","286.07","744.29K","-0.57%"
"09/28/2012","288.77","288.32","289.11","286.54","1.10M","0.63%"
"09/27/2012","286.95","286.03","287.63","285.92","976.07K","0.27%"
"09/26/2012","286.18","288.07","288.20","285.59","1.11M","-1.19%"
"09/25/2012","289.64","291.67","292.44","289.49","1.06M","-0.72%"
"09/24/2012","291.74","291.16","292.42","289.82","1.04M","0.27%"
"09/21/2012","290.95","291.32","291.70","290.10","1.22M","0.45%"
"09/20/2012","289.66","292.01","292.01","289.10","1.28M","-0.82%"
"09/19/2012","292.06","290.80","292.06","289.79","1.40M","0.49%"
"09/18/2012","290.63","290.45","291.79","289.79","1.25M","-0.28%"
"09/17/2012","291.46","292.66","292.77","289.99","1.43M","-0.06%"
"09/14/2012","291.64","289.52","291.95","289.52","1.84M","1.79%"
"09/13/2012","286.51","286.89","287.45","285.67","1.45M","-0.07%"
"09/12/2012","286.71","284.59","286.71","284.29","1.62M","1.23%"
"09/11/2012","283.23","282.71","283.61","282.16","1.13M","0.42%"
"09/10/2012","282.05","281.06","282.05","280.85","1.27M","0.42%"
"09/07/2012","280.86","281.12","281.58","279.88","1.36M","1.58%"
"09/06/2012","276.49","279.03","279.27","275.92","1.14M","-0.57%"
"09/05/2012","278.08","280.43","280.61","278.06","1.15M","-1.17%"
"09/04/2012","281.36","281.95","282.23","280.81","1.21M","0.11%"
"09/03/2012","281.05","279.34","281.56","277.73","1.08M","1.39%"
"08/31/2012","277.20","275.02","277.43","275.02","826.59K","0.45%"
"08/30/2012","275.96","274.57","276.93","274.57","1.04M","0.28%"
"08/29/2012","275.20","274.20","275.55","273.72","793.38K","0.53%"
"08/28/2012","273.74","276.56","277.54","273.49","946.43K","-1.54%"
"08/27/2012","278.01","278.94","279.59","276.96","874.78K","0.23%"
"08/24/2012","277.38","277.08","278.13","275.94","990.19K","-0.31%"
"08/23/2012","278.23","277.03","278.52","276.74","994.09K","0.30%"
"08/22/2012","277.40","277.50","277.69","275.80","1.01M","-0.18%"
"08/21/2012","277.89","276.51","279.40","276.51","1.10M","1.00%"
"08/20/2012","275.15","276.99","277.13","274.56","844.66K","-0.30%"
"08/17/2012","275.99","276.98","277.77","275.99","1.01M","-0.18%"
"08/16/2012","276.49","275.74","277.38","274.66","1.07M","0.50%"
"08/15/2012","275.12","276.23","276.23","273.99","935.46K","-0.16%"
"08/14/2012","275.57","274.49","276.94","274.37","1.09M","0.68%"
"08/13/2012","273.72","276.12","276.12","273.08","1.00M","0.27%"
"08/10/2012","272.99","272.31","273.66","271.51","1.21M","0.50%"
"08/09/2012","271.62","267.22","271.80","267.22","1.40M","2.14%"
"08/08/2012","265.94","266.36","267.52","265.44","1.23M","0.35%"
"08/07/2012","265.02","265.17","265.17","263.66","883.38K","-0.14%"
"08/06/2012","265.40","267.39","268.07","265.24","1.05M","0.86%"
"08/03/2012","263.15","263.14","263.95","261.28","1.12M","-0.85%"
"08/01/2012","265.41","265.07","265.66","264.08","1.05M","-0.32%"
"07/31/2012","266.25","260.93","266.25","260.93","1.10M","1.68%"
"07/30/2012","261.86","262.95","263.63","261.47","839.04K","0.15%"
"07/27/2012","261.46","258.79","261.46","257.92","1.05M","2.57%"
"07/26/2012","254.92","256.54","257.01","254.42","868.47K","0.05%"
"07/25/2012","254.79","253.67","256.98","253.41","880.01K","-0.98%"
"07/24/2012","257.30","257.58","258.19","255.32","982.51K","-0.48%"
"07/23/2012","258.53","261.88","261.88","257.45","807.15K","-2.36%"
"07/20/2012","264.78","263.65","264.89","263.28","700.20K","0.18%"
"07/19/2012","264.31","262.58","264.75","262.46","917.39K","1.85%"
"07/18/2012","259.50","262.16","262.42","259.44","756.11K","-0.94%"
"07/17/2012","261.96","260.49","263.00","259.91","938.62K","-0.26%"
"07/16/2012","262.64","266.06","266.46","262.64","816.71K","-0.76%"
"07/13/2012","264.66","265.05","266.44","264.41","816.44K","-0.53%"
"07/12/2012","266.08","270.83","270.88","266.08","892.76K","-2.02%"
"07/11/2012","271.57","269.56","271.64","269.55","814.09K","-0.02%"
"07/10/2012","271.62","274.89","275.67","270.59","978.88K","-1.29%"
"07/09/2012","275.16","275.09","276.37","274.47","727.10K","-1.06%"
"07/06/2012","278.12","279.87","280.36","276.66","873.99K","-0.59%"
"07/05/2012","279.76","281.49","282.11","279.45","918.66K","-0.64%"
"07/04/2012","281.57","281.80","282.44","280.59","1.20M","-0.20%"
"07/03/2012","282.14","280.06","282.89","280.02","1.08M","1.08%"
"07/02/2012","279.13","278.32","279.90","277.89","972.52K","0.78%"
"06/29/2012","276.97","272.72","276.97","272.57","977.73K","1.67%"
"06/28/2012","272.41","274.86","275.02","272.07","828.59K","-0.07%"
"06/27/2012","272.61","270.89","273.42","270.89","752.55K","0.66%"
"06/26/2012","270.82","272.07","272.25","270.28","904.64K","-0.75%"
"06/25/2012","272.86","274.49","274.49","272.59","739.08K","-0.58%"
"06/22/2012","274.46","273.18","274.95","272.14","810.38K","-0.45%"
"06/21/2012","275.69","276.46","277.33","274.89","931.69K","-0.72%"
"06/20/2012","277.68","277.21","277.68","275.79","969.39K","0.80%"
"06/19/2012","275.47","276.61","276.61","274.43","817.60K","-0.22%"
"06/18/2012","276.09","274.83","276.75","274.83","1.18M","2.39%"
"06/15/2012","269.65","268.61","270.98","268.09","1.34M","0.69%"
"06/14/2012","267.79","269.15","269.71","267.79","710.81K","-0.34%"
"06/13/2012","268.70","269.69","269.89","267.77","749.69K","0.32%"
"06/12/2012","267.84","266.18","267.99","266.18","729.17K","-0.80%"
"06/11/2012","270.01","268.70","270.81","268.18","906.93K","1.94%"
"06/08/2012","264.87","265.58","267.55","264.01","715.07K","-1.46%"
"06/07/2012","268.79","270.90","271.12","267.69","1.03M","0.52%"
"06/06/2012","267.39","266.64","268.50","265.40","1.08M","0.89%"
"06/05/2012","265.02","264.74","267.04","263.66","1.00M","1.66%"
"06/04/2012","260.68","262.12","262.66","259.36","1.17M","-3.69%"
"06/01/2012","270.68","275.87","276.13","270.68","1.12M","-3.31%"
"05/31/2012","279.94","274.62","279.94","272.86","1.37M","0.74%"
"05/30/2012","277.89","279.28","279.28","276.06","1.25M","-0.66%"
"05/29/2012","279.73","273.87","280.48","273.82","1.34M","2.99%"
"05/28/2012","271.60","268.69","271.75","267.83","656.47K","1.06%"
"05/25/2012","268.76","271.35","272.58","268.72","779.99K","-1.01%"
"05/24/2012","271.49","272.66","273.90","270.38","929.42K","-0.17%"
"05/23/2012","271.94","274.89","274.89","271.33","944.36K","-2.05%"
"05/22/2012","277.63","276.55","278.18","275.70","950.93K","1.46%"
"05/21/2012","273.64","272.53","275.19","272.53","782.59K","0.64%"
"05/18/2012","271.91","277.36","277.36","271.91","1.22M","-3.41%"
"05/17/2012","281.51","278.86","281.81","277.88","1.10M","2.00%"
"05/16/2012","275.98","282.05","282.86","275.98","1.08M","-2.54%"
"05/15/2012","283.16","279.66","283.20","277.90","915.54K","0.58%"
"05/14/2012","281.52","281.58","283.11","280.19","656.84K","-0.17%"
"05/11/2012","282.00","284.00","284.26","280.83","865.52K","-0.78%"
"05/10/2012","284.21","284.73","286.09","283.59","805.91K","-0.04%"
"05/09/2012","284.32","284.08","285.86","282.83","876.88K","-0.81%"
"05/08/2012","286.63","288.38","288.44","285.96","888.92K","-0.05%"
"05/07/2012","286.76","289.08","289.08","285.56","1.01M","-2.10%"
"05/04/2012","292.90","289.36","293.29","289.12","1.19M","0.40%"
"05/03/2012","291.73","291.49","292.56","290.50","1.21M","-0.10%"
"05/02/2012","292.02","283.82","292.50","283.79","1.71M","2.75%"
"04/30/2012","284.20","281.58","284.20","280.70","968.02K","0.08%"
"04/27/2012","283.96","289.54","291.89","283.76","1.29M","-1.01%"
"04/26/2012","286.86","291.41","291.52","286.51","980.69K","-1.10%"
"04/25/2012","290.05","289.80","290.41","288.08","943.37K","1.08%"
"04/24/2012","286.95","284.05","288.44","283.91","910.92K","0.73%"
"04/23/2012","284.87","285.82","287.23","282.79","962.53K","-0.62%"
"04/20/2012","286.66","290.85","291.21","286.66","1.05M","-1.84%"
"04/19/2012","292.04","292.17","292.93","288.40","947.04K","-0.13%"
"04/18/2012","292.41","295.83","296.03","291.42","978.85K","0.20%"
"04/17/2012","291.82","298.90","299.52","291.82","1.10M","-2.35%"
"04/16/2012","298.83","298.93","299.23","297.49","813.62K","-0.54%"
"04/13/2012","300.46","298.25","300.46","297.96","1.29M","1.90%"
"04/12/2012","294.85","294.64","295.58","292.28","1.04M","0.29%"
"04/11/2012","293.99","290.42","294.53","289.59","955.40K","0.68%"
"04/10/2012","292.01","293.69","295.05","290.08","982.19K","0.14%"
"04/09/2012","291.61","291.26","293.86","288.69","828.95K","-1.46%"
"04/06/2012","295.92","293.51","296.19","292.57","1.10M","1.31%"
"04/05/2012","292.10","288.73","293.39","286.78","1.35M","-1.06%"
"04/03/2012","295.22","301.47","301.95","293.59","1.47M","-1.65%"
"04/02/2012","300.17","302.19","302.77","299.72","977.47K","-0.92%"
"03/30/2012","302.97","299.18","302.97","296.50","1.48M","0.77%"
"03/29/2012","300.66","305.29","305.29","298.08","1.83M","-2.14%"
"03/28/2012","307.24","307.97","309.56","305.71","1.30M","0.51%"
"03/27/2012","305.67","306.02","306.02","303.53","1.16M","0.83%"
"03/26/2012","303.14","306.08","306.08","302.25","1.19M","-1.03%"
"03/23/2012","306.28","305.43","306.28","303.91","1.24M","0.20%"
"03/22/2012","305.66","303.14","306.41","303.14","1.36M","1.02%"
"03/21/2012","302.57","303.21","304.21","300.71","1.40M","0.40%"
"03/20/2012","301.36","305.27","305.27","301.12","1.20M","-0.90%"
"03/19/2012","304.09","306.70","307.23","301.80","1.29M","0.20%"
"03/16/2012","303.47","306.43","306.89","303.47","1.78M","-0.75%"
"03/15/2012","305.75","306.49","306.76","304.51","1.45M","-0.03%"
"03/14/2012","305.85","305.67","307.03","304.90","1.80M","1.43%"
"03/13/2012","301.54","301.33","302.43","299.20","1.28M","0.92%"
"03/12/2012","298.80","302.77","303.11","298.80","1.47M","-1.10%"
"03/09/2012","302.12","301.12","302.80","300.08","1.78M","0.82%"
"03/08/2012","299.65","299.43","300.67","297.34","1.50M","0.83%"
"03/07/2012","297.18","294.67","298.82","293.65","1.53M","-0.30%"
"03/06/2012","298.08","301.12","301.49","294.71","1.78M","-0.84%"
"03/05/2012","300.60","304.09","304.77","300.51","1.70M","-1.20%"
"03/03/2012","304.24","304.46","305.52","303.12","1.50M","-0.45%"
"03/02/2012","305.63","305.98","306.53","303.93","1.93M","0.47%"
"03/01/2012","304.21","304.09","305.57","303.23","1.61M","0.09%"
"02/29/2012","303.94","302.24","303.94","301.48","1.88M","2.03%"
"02/24/2012","297.88","297.77","298.56","295.61","1.79M","0.39%"
"02/23/2012","296.72","298.60","299.65","296.45","1.76M","-0.94%"
"02/22/2012","299.55","295.16","300.45","294.69","2.18M","1.23%"
"02/21/2012","295.90","296.96","298.14","293.83","1.73M","-0.49%"
"02/20/2012","297.35","297.95","298.79","294.94","1.49M","0.47%"
"02/17/2012","295.95","299.27","301.89","294.63","2.29M","0.24%"
"02/16/2012","295.23","300.20","301.85","294.34","2.83M","-1.82%"
"02/15/2012","300.71","297.01","301.11","296.68","2.31M","1.77%"
"02/14/2012","295.48","296.47","296.78","293.17","1.87M","0.03%"
"02/13/2012","295.38","292.70","295.85","291.80","1.89M","0.43%"
"02/10/2012","294.11","297.12","297.92","293.71","2.41M","-0.99%"
"02/09/2012","297.05","294.70","297.05","294.08","2.55M","0.63%"
"02/08/2012","295.19","290.55","295.19","290.55","2.29M","2.37%"
"02/07/2012","288.36","285.95","289.40","285.82","1.75M","0.46%"
"02/06/2012","287.03","289.78","289.78","286.54","2.02M","-0.68%"
"02/04/2012","289.00","290.07","291.40","289.00","2.29M","0.24%"
"02/03/2012","288.31","286.63","288.59","285.00","2.65M","0.51%"
"02/02/2012","286.86","284.90","286.86","283.21","2.56M","1.59%"
"02/01/2012","282.37","280.83","282.79","278.96","2.08M","0.39%"
"01/31/2012","281.27","278.97","281.80","277.16","2.40M","1.14%"
"01/30/2012","278.09","276.30","278.81","276.30","2.15M","3.14%"
"01/18/2012","269.62","268.52","270.18","268.06","1.79M","0.63%"
"01/17/2012","267.94","264.77","267.94","263.57","1.57M","1.80%"
"01/16/2012","263.20","267.42","268.10","262.25","944.32K","-1.14%"
"01/13/2012","266.23","267.82","268.69","265.73","1.31M","-0.08%"
"01/12/2012","266.43","266.79","267.10","265.83","1.23M","0.09%"
"01/11/2012","266.19","266.39","267.23","265.97","1.44M","0.30%"
"01/10/2012","265.39","264.26","265.66","264.12","1.45M","0.98%"
"01/09/2012","262.81","263.27","263.27","261.28","960.17K","-0.46%"
"01/06/2012","264.02","264.00","264.91","263.27","1.27M","0.00%"
"01/05/2012","264.01","263.31","264.01","262.19","1.09M","0.64%"
"01/04/2012","262.34","262.45","263.93","262.06","1.19M","0.69%"
"01/03/2012","260.55","259.03","261.08","259.02","875.23K","1.42%"
"01/02/2012","256.91","260.49","260.67","256.85","690.67K","-1.47%"
"12/30/2011","260.73","262.30","263.13","260.09","960.75K","-0.18%"
"12/29/2011","261.21","259.10","261.21","258.05","868.49K","0.51%"
"12/28/2011","259.89","260.37","260.98","259.34","1.09M","-0.23%"
"12/27/2011","260.48","260.35","261.38","258.85","975.58K","-0.02%"
"12/26/2011","260.54","261.78","261.94","259.99","929.14K","-0.25%"
